BETA40TR, price= 67.86zł, total= 10314.72zł pe= 17.626, pb= 2.237 2021-05-27
BETA40TR, price= 67.82zł, total= 10308.64zł pe= 17.615, pb= 2.238 2021-05-27
BETA40TR, price= 67.87zł, total= 10316.24zł pe= 17.615, pb= 2.238 profit=1.34% 2021-05-27
BETA40TR, price= 67.87zł, total= 10316.24zł pe= 17.615, pb= 2.238 profit=133.0% 2021-05-27
BETA40TR, price= 67.87zł, total= 10316.24zł pe= 17.615, pb= 2.238 profit=0.0% 2021-05-27
BETA40TR, price= 67.87zł, total= 10316.24zł pe= 17.617, pb= 2.24 profit=0.0% 2021-05-27
BETA40TR, price= 67.87zł, total= 10316.24zł pe= 17.617, pb= 2.24 profit=34.0% 2021-05-27
BETA40TR, price= 67.86zł, total= 10314.72zł pe= 17.617, pb= 2.24 profit=33.66% 2021-05-27
BETA40TR, price= 67.6zł, total= 10275.2zł pe= 17.603, pb= 2.241 totalGrowth= 33.15%  annualGrowth= 39.68917808219178% 2021-05-27
BETA40TR, price= 67.6zł, total= 10275.2zł pe= 17.603, pb= 2.241 totalGrowth= 33.15%  annualGrowth= 27.69% 2021-05-27
BETA40TR, price= 67.56zł, total= 10269.12zł pe= 17.609, pb= 2.24 totalGrowth= 33.07% annualGrowth= 27.62% 2021-05-27
BETA40TR, price= 67.94zł, total= 10326.88zł pe= 17.609, pb= 2.24 totalGrowth= 33.82% annualGrowth= 28.25% 2021-05-27
BETA40TR, price= 67.94zł, total= 10326.88zł pe= 17.609, pb= 2.24 totalGrowth= 33.82% annualGrowth= 28.25% 2021-05-27
BETA40TR, price= 67.88zł, total= 10317.76zł pe= 17.605, pb= 2.24 totalGrowth= 33.7% annualGrowth= 28.15% 2021-05-27
BETA40TR, price= 67.5zł, total= 10260.0zł pe= 17.619, pb= 2.241 totalGrowth= 32.95% annualGrowth= 27.52% 2021-05-27
BETA40TR, price= 67.66zł, total= 10284.32zł pe= 17.619, pb= 2.241 totalGrowth= 33.27% annualGrowth= 27.79% profit= 2567.2799999999997 2021-05-27
BETA40TR, price= 67.91zł, total= 10322.32zł pe= 17.616, pb= 2.241 totalGrowth= 33.76% annualGrowth= 28.2% profit= 1.34zł 2021-05-27
BETA40TR, price= 67.91zł, total= 10322.32zł pe= 17.616, pb= 2.241 totalGrowth= 33.76% annualGrowth= 28.2% profit= 2605.28zł 2021-05-27
BETA40TR, price= 67.94zł, total= 10326.88zł pe= 17.636, pb= 2.242 totalGrowth= 33.82% annualGrowth= 28.25% profit= 2609.84zł 2021-05-27
BETA40TR, price= 67.9zł, total= 10320.8zł pe= 17.663, pb= 2.245 totalGrowth= 33.74% annualGrowth= 28.18% profit= 2603.76zł 2021-05-27
BETA40TR, price= 68.1zł, total= 10351.2zł pe= 17.804, pb= 2.253 totalGrowth= 34.13% annualGrowth= 28.44% profit= 2634.16zł 2021-05-28
BETA40TR, price= 68.59zł, pe= 17.848, pb= 2.265 total= 10425.68 totalGrowth= 35.1% annualGrowth= 29.25% profit= 2708.64zł 2021-05-28
BETA40TR, price= 68.31zł, pe= 17.413, pb= 2.237 total= 10383.12zł, totalGrowth= 34.55% annualGrowth= 27.36% profit= 2666.08zł 2021-06-20
BETA40TR, price= 68.23zł, pe= 17.429, pb= 2.231 total= 10370.96zł, totalGrowth= 34.39% annualGrowth= 27.17% profit= 2653.92zł 2021-06-21
BETA40TR, price= 68.61zł, pe= 16.812, pb= 2.501 total= 10428.72zł, totalGrowth= 35.14% annualGrowth= 27.7% profit= 2711.68zł 2021-06-22
BETA40TR, price= 69.37zł, pe= 16.933, pb= 2.52 total= 10544.24zł, totalGrowth= 36.64% annualGrowth= 28.82% profit= 2827.2zł 2021-06-23
BETA40TR, price= 70.42zł, pe= 17.096, pb= 2.548 total= 10703.84zł, totalGrowth= 38.7% annualGrowth= 30.38% profit= 2986.8zł 2021-06-24
BETA40TR, price= 70.92zł, pe= 17.303, pb= 2.571 total= 10779.84zł, totalGrowth= 39.69% annualGrowth= 31.09% profit= 3062.8zł 2021-06-25
BETA40TR, price= 70.92zł, pe= 17.303, pb= 2.571 total= 10779.84zł, totalGrowth= 39.69% annualGrowth= 31.09% profit= 3062.8zł 2021-06-25
BETA40TR, price= 70.92zł, pe= 17.303, pb= 2.571 total= 10779.84zł, totalGrowth= 39.69% annualGrowth= 31.09% profit= 3062.8zł 2021-06-25
BETA40TR, price= 71.2zł, pe= 17.296, pb= 2.569 total= 10822.4zł, totalGrowth= 40.24% annualGrowth= 31.32% profit= 3105.36zł 2021-06-28
BETA40TR, price= 70.75zł, pe= 17.233, pb= 2.551 total= 10754.0zł, totalGrowth= 39.35% annualGrowth= 30.56% profit= 3036.96zł 2021-06-29
BETA40TR, price= 70.11zł, pe= 17.141, pb= 2.533 total= 10656.72zł, totalGrowth= 38.09% annualGrowth= 29.52% profit= 2939.68zł 2021-06-30
BETA40TR, price= 69.0zł, pe= 17.027, pb= 2.503 total= 10488.0zł, totalGrowth= 35.91% annualGrowth= 27.71% profit= 2770.96zł 2021-07-02
BETA40TR, price= 69.91zł, pe= 17.212, pb= 2.514 total= 10626.32zł, totalGrowth= 37.7% annualGrowth= 28.79% profit= 2909.28zł 2021-07-07
BETA40TR, price= 69.57zł, pe= 17.104, pb= 2.492 total= 10574.64zł, totalGrowth= 37.03% annualGrowth= 28.22% profit= 2857.6zł 2021-07-08
BETA40TR, price= 69.6zł, pe= 17.167, pb= 2.487 total= 10579.2zł, totalGrowth= 37.09% annualGrowth= 28.03% profit= 2862.16zł 2021-07-12
BETA40TR, price= 70.2zł, pe= 17.112, pb= 2.492 total= 10670.4zł, totalGrowth= 38.27% annualGrowth= 28.74% profit= 2953.36zł 2021-07-15
BETA40TR, price= 69.61zł, pe= 17.046, pb= 2.478 total= 10580.72zł, totalGrowth= 37.11% annualGrowth= 27.76% profit= 2863.68zł 2021-07-17
BETA40TR, price= 69.61zł, pe= 17.046, pb= 2.478 total= 10580.72zł, totalGrowth= 37.11% annualGrowth= 27.64% profit= 2863.68zł 2021-07-19
BETA40TR, price= 69.61zł, pe= 17.046, pb= 2.478 total= 10580.72zł, totalGrowth= 37.11% annualGrowth= 27.64% profit= 2863.68zł 2021-07-19
BETA40TR, price= 69.61zł, pe= 17.046, pb= 2.478 total= 10580.72zł, totalGrowth= 37.11% annualGrowth= 27.64% profit= 2863.68zł 2021-07-19
BETA40TR, price= 69.55zł, pe= 16.902, pb= 2.469 total= 10571.6zł, totalGrowth= 36.99% annualGrowth= 27.17% profit= 2854.56zł 2021-07-26
BETA40TR, price= 69.55zł, pe= 16.898, pb= 2.468 total= 10571.6zł, totalGrowth= 36.99% annualGrowth= 27.11% profit= 2854.56zł 2021-07-27
BETA40TR, price= 69.55zł, pe= 16.898, pb= 2.468 dividends= 0.0 total= 10571.6zł, totalGrowth= 36.99% annualGrowth= 27.11% profit= 2854.56zł 2021-07-27
BETA40TR, price= 69.55zł, pe= 16.898, pb= 2.468 dividends= 0.0 total= 10571.6zł, totalGrowth= 36.99% annualGrowth= 27.11% profit= 2854.56zł 2021-07-27
BETA40TR, price= 70.29zł, pe= 16.709, pb= 2.448 dividends= 0.0 total= 10684.08zł, totalGrowth= 38.45% annualGrowth= 28.01% profit= 2967.04zł 2021-07-30
BETA40TR, price= 71.1zł, pe= 16.899, pb= 2.478 dividends= 0.0 total= 10807.2zł, totalGrowth= 40.04% annualGrowth= 29.0% profit= 3090.16zł 2021-08-02
BETA40TR, price= 71.26zł, pe= 16.897, pb= 2.482 dividends= 0.0 total= 10831.52zł, totalGrowth= 40.36% annualGrowth= 29.17% profit= 3114.48zł 2021-08-03
BETA40TR, price= 71.0zł, pe= 16.944, pb= 2.489 dividends= 0.0 total= 10792.0zł, totalGrowth= 39.85% annualGrowth= 28.75% profit= 3074.96zł 2021-08-04
BETA40TR, price= 70.77zł, pe= 16.648, pb= 2.493 dividends= 0.0 total= 10757.04zł, totalGrowth= 39.39% annualGrowth= 28.36% profit= 3040.0zł 2021-08-05
BETA40TR, price= 71.18zł, pe= 16.74, pb= 2.502 dividends= 0.0 total= 10819.36zł, totalGrowth= 40.2% annualGrowth= 28.88% profit= 3102.32zł 2021-08-06
BETA40TR, price= 71.9zł, pe= 16.686, pb= 2.512 dividends= 0.0 total= 10928.8zł, totalGrowth= 41.62% annualGrowth= 29.73% profit= 3211.76zł 2021-08-09
BETA40TR, price= 71.81zł, pe= 16.753, pb= 2.519 dividends= 0.0 total= 10915.12zł, totalGrowth= 41.44% annualGrowth= 29.6% profit= 3198.08zł 2021-08-09
BETA40TR, price= 71.81zł, pe= 16.753, pb= 2.519 dividends= 0.0 total= 10915.12zł, totalGrowth= 41.44% annualGrowth= 29.6% profit= 3198.08zł 2021-08-09
BETA40TR, price= 71.81zł, pe= 16.753, pb= 2.519 dividends= 0.0 total= 10915.12zł, totalGrowth= 41.44% annualGrowth= 29.6% profit= 3198.08zł 2021-08-09
BETA40TR, price= 71.81zł, pe= 16.753, pb= 2.519 dividends= 0.0 total= 10915.12zł, totalGrowth= 41.44% annualGrowth= 29.6% profit= 3198.08zł 2021-08-09
BETA40TR, price= 71.81zł, pe= 16.728, pb= 2.516 dividends= 0.0 total= 10915.12zł, totalGrowth= 41.44% annualGrowth= 29.6% profit= 3198.08zł 2021-08-09
BETA40TR, price= 72.4zł, pe= 16.666, pb= 2.522 dividends= 0.0 total= 11004.8zł, totalGrowth= 42.6% annualGrowth= 30.37% profit= 3287.76zł 2021-08-10
BETA40TR, price= 72.35zł, pe= 16.6, pb= 2.512 dividends= 0.0 total= 10997.2zł, totalGrowth= 42.51% annualGrowth= 30.25% profit= 3280.16zł 2021-08-11
BETA40TR, price= 72.64zł, pe= 16.74, pb= 2.533 dividends= 0.0 total= 11041.28zł, totalGrowth= 43.08% annualGrowth= 30.59% profit= 3324.24zł 2021-08-12
BETA40TR, price= 72.56zł, pe= 15.934, pb= 2.521 dividends= 0.0 total= 11029.12zł, totalGrowth= 42.92% annualGrowth= 30.42% profit= 3312.08zł 2021-08-13
BETA40TR, price= 72.78zł, pe= 15.98, pb= 2.527 dividends= 0.0 total= 11062.56zł, totalGrowth= 43.35% annualGrowth= 30.55% profit= 3345.52zł 2021-08-16
BETA40TR, price= 71.36zł, pe= 15.654, pb= 2.478 dividends= 0.0 total= 10846.72zł, totalGrowth= 40.56% annualGrowth= 28.36% profit= 3129.68zł 2021-08-20
BETA40TR, price= 72.0zł, pe= 16.102, pb= 2.512 dividends= 0.0 total= 10944.0zł, totalGrowth= 41.82% annualGrowth= 29.02% profit= 3226.96zł 2021-08-24
BETA40TR, price= 73.46zł, pe= 15.697, pb= 2.567 dividends= 0.0 total= 11165.92zł, totalGrowth= 44.69% annualGrowth= 30.84% profit= 3448.88zł 2021-08-27
BETA40TR, price= 0.0zł, pe= 0.0, pb= 0.0 dividends= 0.0 total= 0.0zł, totalGrowth= -100.0% annualGrowth= -68.22% profit= -7717.04zł 2021-09-02
BETA40TR, price= 0.0zł, pe= 0.0, pb= 0.0 dividends= 0.0 total= 0.0zł, totalGrowth= -100.0% annualGrowth= -68.22% profit= -7717.04zł 2021-09-02
BETA40TR, price= 75.56zł, pe= 14.731, pb= 2.546 dividends= 0.0 total= 11485.12zł, totalGrowth= 48.83% annualGrowth= 33.07% profit= 3768.08zł 2021-09-06
BETA40TR, price= 75.7zł, pe= 14.823, pb= 2.559 dividends= 0.0 total= 11506.4zł, totalGrowth= 49.1% annualGrowth= 33.19% profit= 3789.36zł 2021-09-07
BETA40TR, price= 75.45zł, pe= 14.476, pb= 2.544 dividends= 0.0 total= 11468.4zł, totalGrowth= 48.61% annualGrowth= 32.68% profit= 3751.36zł 2021-09-10
BETA40TR, price= 76.55zł, pe= 14.369, pb= 2.575 dividends= 0.0 total= 11635.6zł, totalGrowth= 50.78% annualGrowth= 33.76% profit= 3918.56zł 2021-09-16
BETA40TR, price= 75.52zł, pe= 14.732, pb= 2.691 dividends= 0.0 total= 11479.04zł, totalGrowth= 48.75% annualGrowth= 32.0% profit= 3762.0zł 2021-09-23
BETA40TR, price= 75.42zł, pe= 14.564, pb= 2.668 dividends= 0.0 total= 11463.84zł, totalGrowth= 48.55% annualGrowth= 31.59% profit= 3746.8zł 2021-09-28
BETA40TR, price= 74.33zł, pe= 14.46, pb= 2.648 dividends= 0.0 total= 11298.16zł, totalGrowth= 46.41% annualGrowth= 30.14% profit= 3581.12zł 2021-09-29
BETA40TR, price= 79.49zł, pe= 15.27, pb= 2.766 dividends= 0.0 total= 12082.48zł, totalGrowth= 56.57% annualGrowth= 35.91% profit= 4365.44zł 2021-10-12
BETA40TR, price= 79.49zł, pe= 15.27, pb= 2.766 dividends= 0.0 total= 12082.48zł, totalGrowth= 56.57% annualGrowth= 35.91% profit= 4365.44zł 2021-10-12
BETA40TR, price= 79.84zł, pe= 15.396, pb= 2.783 dividends= 0.0 total= 12135.68zł, totalGrowth= 57.26% annualGrowth= 36.22% profit= 4418.64zł 2021-10-14
